Response Timestamp,Participant ID,What class are you completing this survey for?,,,,,,,,,,,,,"If you are taking a lab, you may have to fill this out for multiple courses--which may be confusing. To be sure that you selected the course you intended to select above, what is your instructor's last name for the above selected course?",I understand the study strategies needed to perform well in college-level science classes.,,,,,I can explain Chemistry concepts in my own words.,,,,,I am comfortable asking questions in lecture or discussion sections.,,,,,I know where to find academic help if I need it,,,,,I believe my current study habits will help me perform well in this class.,,,,,I am confident in applying mathematical skills to Chemistry problems.,,,,,I can manage my time effectively when studying for Chemistry exams.,,,,,I was prepared to handle the workload and expectations of this course.,,,,,I expect to earn at least a C in this class (C or better).,,,,,Did you attend the Chemistry peer learning in room MS3974 ?,,In reference to the above question regarding attending Chemistry peer learning: Why or why not?
,,Chemistry 14A,Chemistry 14AE,Chemistry 14B,Chemistry 14BL,Chemistry 14C,Chemistry 14CL,Chemistry 14D,Chemistry 20A,Chemistry 30A,Chemistry 30AL,Chemistry 30B,Chemistry 30BL,Chemistry 30CL,,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neutral,Slightly Disagree,Strongly Disagree,Yes,No,
2025-12-08 14:17:33 -0800,112480296,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didn’t think i needed it.
2025-12-08 14:17:53 -0800,5212610091,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"I was not aware of it. However, even if I was I probably wouldn't have attended because I felt very comfortable with the material."
2025-12-08 14:18:07 -0800,1812155222,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I didn't know about this.
2025-12-08 14:21:28 -0800,6914417548,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didn’t attend the chemistry peer learning room in MS3974 because I didn’t know about it and I believe i know these materials quite well without needing to reach out for extra help.
2025-12-08 14:22:10 -0800,5212351079,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn’t know about this.
2025-12-08 14:23:21 -0800,8614549859,1,0,0,0,0,0,0,0,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,didn't hear about the peer learning
2025-12-08 14:24:16 -0800,5213455518,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"I have not heard of that, I was able to get all my questions answered during lecture, office hours, or e-mail"
2025-12-08 14:25:22 -0800,6914193233,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Did not know
2025-12-08 14:25:53 -0800,1814568406,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I am doing good without any external help
2025-12-08 14:28:31 -0800,5206033658,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I had other options
2025-12-08 14:29:27 -0800,8605324435,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,na
2025-12-08 14:35:37 -0800,3511779828,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Time conflict
2025-12-08 14:43:49 -0800,10312007237,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know of it and don't really have time in my schedule
2025-12-08 14:59:23 -0800,1814276516,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Didn’t know about it
2025-12-08 14:59:36 -0800,3513435730,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Did not know about it
2025-12-08 15:02:59 -0800,8612386796,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,I didn't know about when the Chemistry peer learning program is and I felt office hours might be more effective as getting my questions answered.
2025-12-08 15:10:54 -0800,3513519166,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,No one is there
2025-12-08 15:11:49 -0800,3513519166,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,No one is there
2025-12-08 15:13:03 -0800,6909927134,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not feel the need to attend.
2025-12-08 15:13:40 -0800,12010002597,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I was not aware of this program.
2025-12-08 15:14:24 -0800,13707858064,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Dont have time
2025-12-08 15:14:34 -0800,3513446627,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Not sure
2025-12-08 15:19:39 -0800,15412282824,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,Didn't know about it
2025-12-08 15:19:45 -0800,1813061628,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,don't need it
2025-12-08 15:21:41 -0800,8613310440,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know that was a resource available to me.
2025-12-08 15:23:47 -0800,10311808966,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Wasn't aware of this opportunity.
2025-12-08 15:26:20 -0800,15412899278,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,didn't know it happened
2025-12-08 15:30:33 -0800,10314280086,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Eric's lecture, lecture sheets (filled/ unfilled), class recordings, problem sets, assignments, quizzes were more than enough. Best faculty I've ever seen, although this is my first quarter at UCLA."
2025-12-08 15:32:25 -0800,15404422789,0,0,0,0,0,0,1,0,0,0,0,0,0,Ow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I just haven't had the time to go.
2025-12-08 15:33:47 -0800,5213067935,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,I didn't know that was thing.
2025-12-08 15:39:39 -0800,12012008750,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Never heard of it, also don't feel that I would need it."
2025-12-08 15:49:56 -0800,15413553013,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,I didn't feel the need to. I tend to study better and learn beter when I am able explain the quesitons myself
2025-12-08 15:50:41 -0800,15404422789,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I didn't have time to go
2025-12-08 15:51:05 -0800,5213516429,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Didn't know about it.
2025-12-08 15:54:49 -0800,104518737,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know there was a peer learning room.
2025-12-08 15:55:44 -0800,104518737,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know it existed.
2025-12-08 16:09:09 -0800,8613554084,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Did not know about it
2025-12-08 16:13:47 -0800,112397965,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,The professors office hours are very helpful as he takes the time to further explain difficult concepts and helps naviagte a handful of challenging problems from the homework
2025-12-08 16:40:57 -0800,10310361331,0,0,0,1,0,0,0,0,0,0,0,0,0,NGO,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,I receive peer learning through athletics
2025-12-08 16:42:26 -0800,15414689361,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Didn't know about it
2025-12-08 16:46:22 -0800,10313860934,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,I was tired after classes and just wanted to go back to the dorms
2025-12-08 16:56:54 -0800,6910613322,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I couldn't fit it in my schedule
2025-12-08 17:02:20 -0800,13712577825,0,0,0,0,0,0,0,1,0,0,0,0,0,N/A,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,N/A
2025-12-08 17:05:21 -0800,5213783295,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know about it.
2025-12-08 17:06:33 -0800,8613411012,0,0,0,0,0,0,0,1,0,0,0,0,0,N/A,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,I was unaware of the tutoring offered.
2025-12-08 17:09:49 -0800,3514122785,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I wasn't aware of it.
2025-12-08 17:10:08 -0800,8614598343,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I study better alone usually
2025-12-08 17:10:43 -0800,13714552409,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I do not remember hearing about the peer learning event.
2025-12-08 17:29:10 -0800,109772893,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I was not aware that chemistry peer learning was available
2025-12-08 17:39:14 -0800,113825472,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't need it
2025-12-08 17:39:48 -0800,113825472,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't want to
2025-12-08 17:44:33 -0800,10312614239,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not feel I needed this
2025-12-08 17:55:16 -0800,5213874908,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not feel the need to as I felt I had a good understanding of concepts while doing my assignments and studying
2025-12-08 17:56:42 -0800,15414586205,0,0,0,0,0,0,0,1,0,0,0,0,0,n/a,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know this was available
2025-12-08 18:05:13 -0800,6906760272,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,I did not really now about it
2025-12-08 18:07:37 -0800,8606692476,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,Did not know about it.
2025-12-08 18:10:47 -0800,15403904187,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know it existed
2025-12-08 18:17:05 -0800,3512581973,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know this existed
2025-12-08 18:27:30 -0800,3513746116,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Didn’t know about it
2025-12-08 18:32:35 -0800,15414100141,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Have to review other courses.
2025-12-08 18:32:50 -0800,8613728793,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Wasn't aware it exists
2025-12-08 18:45:33 -0800,1812590558,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Didn’t know it existed
2025-12-08 18:48:35 -0800,1811292166,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I did not know about it
2025-12-08 18:55:36 -0800,3512571705,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,I was not aware of it.
2025-12-08 18:58:00 -0800,1810778290,0,0,0,0,0,0,0,1,0,0,0,0,0,n/a,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,I did not know it existed.
2025-12-08 19:04:14 -0800,109073887,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,too lazy
2025-12-08 19:05:14 -0800,3479550786,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"I was not aware it was offered. I did however attend multiple TA office hours, professor office hours, and multiple on campus chemistry tutoring sessions."
2025-12-08 19:06:47 -0800,12013848915,0,0,0,0,0,0,0,1,0,0,0,0,0,Eric Wu,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didn't know it was a thing
2025-12-08 19:08:02 -0800,10304809114,0,0,0,1,0,0,0,0,0,0,0,0,0,Ngo,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I was unaware of Chemistry peer learning.
2025-12-08 19:10:12 -0800,15412898241,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know about it.
2025-12-08 19:11:13 -0800,6913921216,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,I didn't know it was a thing.
2025-12-08 19:30:16 -0800,8612956602,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"It was convenient since most of my classes were close to MS3974, and I also liked to go there for Math help as well"
2025-12-08 19:39:19 -0800,5212380710,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Wasn’t aware of it
2025-12-08 19:43:48 -0800,6911780763,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn’t need it because I felt I understood everything.
2025-12-08 19:46:28 -0800,5212184853,0,0,0,0,0,0,0,1,0,0,0,0,0,no,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I don't feel the need to
2025-12-08 19:47:39 -0800,8613008231,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,I didn't know about it!
2025-12-08 19:52:43 -0800,6912332702,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,it honestly just slipped my mind and was also unaware that was a thing.
2025-12-08 20:08:10 -0800,3513515324,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Was not able to attend because I had class.
2025-12-08 20:08:15 -0800,5213418645,0,0,0,0,0,0,0,1,0,0,0,0,0,Not taking lab,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,Did not feel the need to attend peer learning
2025-12-08 20:21:09 -0800,5212886426,0,0,0,0,0,0,0,1,0,0,0,0,0,no,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,no
2025-12-08 20:21:30 -0800,3513887590,0,0,0,0,0,0,0,1,0,0,0,0,0,Wu,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Unable
